district,area_name,land_area_sqm,land_type,street_width_m,main_road_access,near_services,zoning_category,zoning_score,development_level,corner_plot,shape_regular,slope_level,lat,lng,asking_price_jod,price_per_sqm_jod,estimated_market_value_jod,fairness_label
Abdoun,South Abdoun,918.76,residential,10.0,0,0,C,6,high,1,0,flat,31.944654,35.878292,1236139.75,1447.34,1329757.59,Fair Price
Sahab,Sahab Center,796.99,residential,12.0,0,0,C,6,medium,0,1,steep,31.874085,36.005633,82092.5,104.64,83393.55,Fair Price
Khalda,Khalda North,830.28,residential,8.0,0,1,C,6,medium,0,1,moderate,32.019316,35.849436,454545.22,534.29,443607.74,Fair Price
Dabouq,Dabouq Villas,848.36,residential,8.0,0,1,C,6,prime,0,1,flat,31.99435,35.833044,1196167.87,1320.0,1119829.83,Fair Price
Tla Al Ali,Tla Al Ali West,657.24,residential,12.0,0,1,D,5,prime,0,1,steep,32.002019,35.861247,243605.83,388.45,255302.06,Fair Price
Marka,Marka North,662.11,residential,14.0,0,1,B,8,medium,0,1,flat,32.00315,35.951065,182488.06,271.08,179483.46,Fair Price
Sahab,Sahab Center,902.65,commercial,12.0,1,1,commercial_general,10,low,1,1,moderate,31.870627,36.011002,293738.54,350.6,316471.1,Fair Price
Deir Ghbar,Deir Ghbar Heights,874.27,residential,20.0,1,0,B,8,prime,0,1,flat,31.931625,35.847374,864633.68,927.41,810808.74,Fair Price
Dabouq,Airport Road West,325.88,residential,24.0,0,0,C,6,medium,0,0,flat,31.984252,35.829765,356810.65,1091.11,355568.6,Fair Price
Sweileh,Sweileh North,281.36,residential,16.0,0,0,B,8,high,0,1,flat,32.025348,35.849919,116974.46,414.11,116512.15,Fair Price
Deir Ghbar,Deir Ghbar South,586.64,residential,10.0,0,1,B,8,prime,1,1,moderate,31.933098,35.848194,471676.74,749.04,439423.08,Fair Price
Marka,Marka South,570.2,residential,6.0,0,1,C,6,low,1,1,flat,32.001473,35.947082,141564.08,275.46,157065.13,Fair Price
Dabouq,Dabouq Villas,851.82,residential,8.0,0,1,B,8,high,0,0,flat,31.978127,35.838012,1205334.41,1302.07,1109127.71,Fair Price
Jabal Amman,1st Circle,845.71,residential,6.0,0,1,D,5,high,0,1,steep,31.95164,35.914272,617407.68,836.5,707433.56,Underpriced
Sahab,Sahab Industrial Edge,1191.67,commercial,16.0,0,1,commercial_local,8,medium,0,1,moderate,31.868658,35.995459,476750.36,328.27,391184.09,Overpriced
Dabouq,Airport Road West,2090.56,agricultural,20.0,0,0,agricultural,3,high,0,1,steep,31.996044,35.830209,530504.74,274.98,574857.67,Fair Price
Sahab,Sahab Industrial Edge,358.08,residential,16.0,0,1,D,5,low,0,1,moderate,31.862696,36.004686,36145.02,107.04,38330.01,Fair Price
Marka,Marka South,250.0,residential,8.0,0,1,B,8,medium,1,0,flat,31.989715,35.946656,77298.71,280.52,70129.57,Overpriced
Abdoun,South Abdoun,916.74,commercial,12.0,1,1,commercial_local,8,high,1,1,moderate,31.945076,35.876943,1760390.04,2380.06,2181898.84,Underpriced
Tabarbour,Inner Neighborhood,847.07,residential,10.0,0,1,C,6,prime,0,1,flat,31.998312,35.928085,234880.45,228.88,193876.27,Overpriced
Khalda,Khalda North,593.41,residential,8.0,0,1,C,6,high,0,1,flat,32.025175,35.849624,401909.56,597.1,354323.69,Overpriced
Jabal Amman,4th Circle,425.74,residential,8.0,0,1,D,5,high,0,1,flat,31.950454,35.921984,349511.74,857.89,365243.67,Fair Price
Shmeisani,Central Shmeisani,1439.44,residential,8.0,0,1,C,6,medium,1,1,flat,31.973854,35.882907,1349244.84,728.92,1049240.32,Overpriced
Shmeisani,West Shmeisani,596.47,commercial,16.0,0,1,commercial_local,8,prime,1,1,flat,31.962838,35.87932,1029088.55,1643.33,980200.93,Fair Price
Shmeisani,West Shmeisani,1027.45,residential,12.0,0,1,C,6,high,1,1,flat,31.961843,35.88771,918937.01,935.0,960661.92,Fair Price
Um Uthaina,Um Uthaina North,845.98,residential,16.0,0,1,C,6,high,0,1,moderate,31.969029,35.891888,712533.78,876.55,741549.16,Fair Price
Marka,Marka North,926.26,residential,14.0,1,0,C,6,high,0,1,moderate,32.002306,35.951648,195597.03,221.39,205061.73,Fair Price
Abdoun,North Abdoun,1639.34,agricultural,10.0,1,0,agricultural,3,high,1,1,flat,31.946444,35.879714,502924.13,352.0,577046.97,Underpriced
Khalda,Khalda Circle,2330.98,agricultural,12.0,0,0,agricultural,3,prime,0,0,flat,32.021912,35.856569,280508.34,118.98,277340.73,Fair Price
Jabal Amman,4th Circle,898.39,residential,20.0,0,0,C,6,medium,0,0,flat,31.955354,35.919455,772861.57,905.85,813809.92,Fair Price
Naour,Naour West,698.31,residential,12.0,0,0,B,8,high,0,1,moderate,31.865069,35.75768,76062.17,106.95,74686.63,Fair Price
Tla Al Ali,Tla Al Ali East,475.55,residential,6.0,0,1,C,6,high,1,0,moderate,32.008801,35.870039,169487.87,392.4,186605.91,Fair Price
Al Jubeiha,Jubeiha North,618.04,commercial,8.0,0,1,commercial_local,8,high,0,1,flat,32.029581,35.865827,535293.61,865.34,534814.84,Fair Price
Marj Al Hamam,Marj Center,1000.95,residential,8.0,0,1,D,5,low,1,1,flat,31.881699,35.783019,204475.08,165.15,165303.97,Overpriced
Sahab,Sahab Center,1096.1,residential,8.0,0,1,D,5,low,1,1,moderate,31.869506,36.008718,88349.37,95.44,104614.65,Underpriced
Deir Ghbar,Deir Ghbar Heights,305.02,residential,16.0,1,1,B,8,high,0,1,flat,31.932803,35.846971,253368.81,863.1,263265.44,Fair Price
Sweileh,Sweileh North,576.89,residential,12.0,0,1,B,8,prime,0,0,flat,32.022366,35.853919,273990.37,419.68,242111.64,Overpriced
Naour,Naour West,591.15,commercial,20.0,0,1,commercial_local,8,low,1,1,flat,31.869419,35.762704,149940.88,269.12,159089.13,Fair Price
Deir Ghbar,Deir Ghbar Heights,1983.56,agricultural,20.0,0,0,agricultural,3,prime,1,1,flat,31.937007,35.850561,480033.98,242.0,480021.41,Fair Price
Al Jubeiha,Jubeiha North,396.1,residential,6.0,0,0,B,8,prime,0,1,flat,32.041053,35.867934,202095.18,425.82,168666.6,Overpriced
Jabal Amman,4th Circle,666.38,residential,6.0,0,0,C,6,medium,0,1,flat,31.957247,35.914593,697277.71,1127.92,751622.99,Fair Price
Marj Al Hamam,Marj Center,640.55,commercial,8.0,1,0,commercial_general,10,low,0,1,flat,31.889298,35.790222,309611.13,477.15,305640.19,Fair Price
Sahab,Sahab Center,2251.43,agricultural,24.0,0,0,agricultural,3,low,1,1,flat,31.863728,36.002225,157239.46,67.36,151658.44,Fair Price
Dabouq,Dabouq Villas,446.42,commercial,12.0,0,0,commercial_general,10,medium,1,1,steep,31.998618,35.825816,693590.73,1491.37,665775.92,Fair Price
Al Jubeiha,Jubeiha University Side,1119.1,commercial,12.0,1,1,commercial_general,10,medium,1,1,moderate,32.022422,35.870088,687179.75,741.71,830049.04,Underpriced
Al Jubeiha,Jubeiha North,633.38,residential,14.0,0,1,C,6,medium,0,0,flat,32.037832,35.869517,267732.45,446.3,282679.05,Fair Price
Dabouq,Dabouq Villas,951.83,residential,14.0,1,0,D,5,medium,0,1,moderate,31.995162,35.83645,803092.16,768.92,731886.83,Fair Price
Dabouq,Dabouq Villas,552.37,residential,12.0,0,0,D,5,prime,0,1,flat,31.982598,35.817486,461989.37,936.65,517377.36,Underpriced
Marj Al Hamam,Marj Hills,659.33,commercial,8.0,0,1,commercial_general,10,medium,0,1,flat,31.887297,35.795809,358636.75,472.56,311571.0,Overpriced
Sahab,Sahab Industrial Edge,931.93,commercial,12.0,1,1,commercial_local,8,prime,0,1,moderate,31.871665,36.009326,284601.56,358.32,333931.96,Underpriced
Dabouq,Airport Road West,1008.19,residential,20.0,0,1,A,9,prime,0,1,steep,31.991458,35.831315,1122977.62,1212.09,1222015.05,Fair Price
Marj Al Hamam,Marj Center,1085.76,residential,12.0,1,0,D,5,high,0,0,flat,31.879583,35.792595,333079.44,297.52,323031.72,Fair Price
Um Uthaina,Um Uthaina South,835.86,commercial,14.0,0,1,commercial_local,8,prime,0,1,flat,31.966595,35.883974,1735942.82,2070.0,1730234.4,Fair Price
Deir Ghbar,Deir Ghbar Heights,1095.56,commercial,10.0,0,1,commercial_local,8,prime,0,1,moderate,31.933527,35.853397,959282.85,895.08,980616.45,Fair Price
Tla Al Ali,Tla Al Ali West,783.3,residential,16.0,0,1,D,5,high,0,1,moderate,32.009994,35.869354,243958.4,308.0,241253.97,Fair Price
Deir Ghbar,Deir Ghbar Heights,1346.14,agricultural,12.0,0,0,agricultural,3,high,0,1,moderate,31.929437,35.850143,261457.21,200.13,269410.06,Fair Price
Naour,Naour West,706.78,residential,12.0,1,1,B,8,high,0,1,moderate,31.86971,35.753372,110224.64,195.72,138331.96,Underpriced
Marj Al Hamam,Marj Center,3477.14,agricultural,20.0,0,0,agricultural,3,medium,0,0,flat,31.895143,35.801509,304861.53,93.26,324282.64,Fair Price
Shmeisani,West Shmeisani,3578.76,agricultural,10.0,0,0,agricultural,3,prime,0,0,steep,31.973712,35.882248,289528.42,89.92,321811.22,Underpriced
Tabarbour,Tabarbour Main,338.51,residential,24.0,0,0,C,6,high,1,1,moderate,31.99735,35.924116,90151.37,250.57,84818.17,Fair Price
Shmeisani,Central Shmeisani,845.9,commercial,6.0,1,1,commercial_local,8,medium,0,1,flat,31.971041,35.883513,1126681.54,1161.1,982176.19,Overpriced
Marj Al Hamam,Marj Center,679.77,residential,16.0,1,1,C,6,high,0,0,moderate,31.887589,35.800162,203693.52,330.71,224808.9,Fair Price
Sweileh,Sweileh North,414.67,residential,12.0,1,1,B,8,prime,1,1,moderate,32.025037,35.848866,205386.82,473.0,196137.31,Fair Price
Sweileh,Sweileh Center,627.01,residential,16.0,0,0,B,8,high,0,1,steep,32.025381,35.856336,115551.89,223.99,140442.73,Underpriced
Al Jubeiha,Jubeiha University Side,1074.09,residential,20.0,0,1,D,5,high,1,1,flat,32.03948,35.868364,326476.29,362.37,389215.73,Underpriced
Naour,Naour Center,579.02,residential,8.0,0,1,D,5,low,1,0,flat,31.865306,35.760049,114084.63,184.85,107033.66,Fair Price
Dabouq,Airport Road West,854.13,residential,12.0,0,1,B,8,prime,1,0,moderate,31.983931,35.827726,843945.95,1034.83,883879.57,Fair Price
Dabouq,Airport Road West,859.25,residential,6.0,1,1,B,8,prime,1,1,flat,31.996108,35.826732,1159393.85,1320.0,1134204.16,Fair Price
Tla Al Ali,Tla Al Ali West,2660.49,agricultural,20.0,0,0,agricultural,3,high,0,1,moderate,32.015005,35.867634,322651.27,104.82,278861.12,Overpriced
Khalda,Khalda North,766.7,residential,20.0,0,1,C,6,medium,1,0,flat,32.021471,35.848008,377338.36,466.61,357750.52,Fair Price
Tla Al Ali,Tla Al Ali East,971.14,commercial,8.0,0,1,commercial_general,10,prime,1,1,flat,32.014654,35.868218,1054871.41,1035.0,1005126.56,Fair Price
Sweileh,Sweileh North,767.92,residential,10.0,0,1,D,5,prime,0,1,flat,32.02257,35.856147,176634.27,279.46,214600.49,Underpriced
Deir Ghbar,Deir Ghbar South,480.57,commercial,8.0,1,0,commercial_general,10,prime,0,1,flat,31.927081,35.85296,497347.66,1097.41,527380.12,Fair Price
Marj Al Hamam,Marj Center,630.86,residential,20.0,0,1,C,6,high,0,1,flat,31.883199,35.800149,130383.48,234.31,147814.17,Underpriced
Marka,Marka South,429.53,residential,12.0,0,1,C,6,high,1,1,flat,31.987987,35.941758,92549.95,195.38,83921.95,Overpriced
Abdoun,South Abdoun,537.79,residential,12.0,1,1,C,6,prime,0,1,flat,31.937986,35.870976,714683.36,1540.0,828202.67,Underpriced
Tla Al Ali,Tla Al Ali West,701.63,residential,8.0,0,1,A,9,high,1,1,flat,32.011787,35.878218,267874.74,490.98,344487.22,Underpriced
Sweileh,Sweileh North,532.57,residential,14.0,0,1,B,8,high,1,1,flat,32.026217,35.859657,234347.02,439.22,233916.98,Fair Price
Abdoun,North Abdoun,791.39,residential,12.0,0,1,C,6,high,0,0,steep,31.944606,35.888024,869113.61,1175.71,930448.85,Fair Price
Abdoun,South Abdoun,757.66,residential,10.0,0,1,B,8,high,0,1,flat,31.947446,35.880474,1083205.02,1427.47,1081541.52,Fair Price
Khalda,Khalda North,673.4,residential,16.0,1,1,B,8,prime,0,1,flat,32.022451,35.843947,387521.34,660.0,444445.06,Underpriced
Marj Al Hamam,Marj Hills,508.64,residential,8.0,0,0,D,5,high,0,1,flat,31.887856,35.788642,104148.73,230.21,117092.9,Underpriced
Sahab,Sahab Center,2985.98,agricultural,20.0,0,0,agricultural,3,low,0,0,steep,31.866122,36.00499,172636.35,60.97,182048.19,Fair Price
Tabarbour,Inner Neighborhood,643.6,commercial,24.0,1,0,commercial_local,8,medium,1,1,moderate,32.004774,35.923058,440653.94,703.81,452971.26,Fair Price
Tabarbour,Tabarbour Main,607.0,residential,10.0,0,1,D,5,high,0,1,moderate,31.985967,35.927644,107031.5,207.88,126179.55,Underpriced
Marka,Marka South,1046.69,residential,6.0,1,1,C,6,high,0,1,flat,31.992924,35.947943,344931.97,297.0,310866.87,Overpriced
Sweileh,Sweileh North,898.73,residential,16.0,0,1,A,9,high,0,0,flat,32.021404,35.862253,461509.06,473.0,425100.11,Fair Price
Um Uthaina,Um Uthaina North,2470.27,agricultural,12.0,0,1,agricultural,3,prime,0,1,steep,31.973331,35.870942,446593.4,177.34,438066.49,Fair Price
Deir Ghbar,Deir Ghbar Heights,1063.66,commercial,8.0,1,1,commercial_local,8,high,1,0,moderate,31.93744,35.840623,1043883.56,930.34,989562.71,Fair Price
Um Uthaina,Um Uthaina South,985.92,residential,10.0,0,1,B,8,prime,1,0,moderate,31.967066,35.877958,768123.3,1001.03,986931.83,Underpriced
Abdoun,South Abdoun,784.19,residential,12.0,0,0,C,6,prime,1,1,flat,31.944792,35.869765,906339.89,1065.34,835424.54,Fair Price
Marka,Marka South,732.21,residential,14.0,0,0,B,8,high,0,1,flat,31.992392,35.947889,122422.58,179.07,131115.13,Fair Price
Abdoun,North Abdoun,633.78,residential,12.0,0,1,D,5,medium,0,0,flat,31.947772,35.876155,410369.5,1016.81,644434.31,Underpriced
Abdoun,South Abdoun,942.19,residential,12.0,0,0,C,6,prime,0,1,flat,31.938476,35.874456,1332172.26,1239.05,1167422.51,Overpriced
Sahab,Sahab Center,464.03,residential,16.0,0,1,C,6,high,0,0,moderate,31.867474,36.007633,67352.8,146.39,67927.05,Fair Price
Sahab,Sahab Center,685.72,residential,14.0,0,1,B,8,high,0,1,steep,31.874416,36.007492,122593.9,169.95,116539.92,Fair Price
Khalda,Khalda North,590.9,residential,12.0,0,1,B,8,high,0,0,flat,32.029357,35.852215,202688.22,444.72,262781.61,Underpriced
Shmeisani,Central Shmeisani,680.63,residential,14.0,0,1,C,6,prime,1,1,flat,31.962746,35.8834,541405.28,828.36,563802.31,Fair Price
Um Uthaina,Um Uthaina North,1766.96,agricultural,20.0,0,0,agricultural,3,prime,0,1,flat,31.963498,35.871652,514424.7,273.37,483035.94,Fair Price
Deir Ghbar,Deir Ghbar South,250.0,residential,12.0,0,1,B,8,high,1,1,flat,31.931193,35.843546,227242.78,939.22,234804.26,Fair Price
Tla Al Ali,Tla Al Ali West,865.23,residential,20.0,0,1,C,6,medium,0,1,flat,32.013434,35.865691,294068.66,407.84,352879.26,Underpriced
Sweileh,Sweileh North,909.07,residential,6.0,0,0,D,5,prime,0,1,flat,32.027416,35.859095,288375.61,294.75,267946.73,Fair Price
Deir Ghbar,Deir Ghbar Heights,631.39,residential,16.0,0,1,A,9,high,0,1,steep,31.93227,35.845329,589424.72,887.32,560245.81,Fair Price
Khalda,Khalda Circle,735.11,commercial,14.0,0,0,commercial_general,10,prime,0,1,steep,32.030553,35.844675,688250.07,753.01,553538.7,Overpriced
Abdoun,South Abdoun,304.3,commercial,8.0,0,1,commercial_general,10,high,1,1,moderate,31.953177,35.882972,703082.98,1974.69,600902.03,Overpriced
Shmeisani,Central Shmeisani,895.1,residential,20.0,0,0,C,6,high,0,1,steep,31.963727,35.879989,725745.63,677.5,606427.19,Overpriced
Jabal Amman,1st Circle,250.0,residential,10.0,1,1,C,6,prime,0,1,flat,31.947828,35.912087,281781.14,974.13,243532.79,Overpriced
Marka,Marka North,535.93,commercial,12.0,1,1,commercial_local,8,prime,0,1,flat,31.995572,35.957239,327566.29,621.0,332809.87,Fair Price
Deir Ghbar,Deir Ghbar South,1324.95,commercial,20.0,0,0,commercial_local,8,prime,0,0,moderate,31.938308,35.837523,1246062.62,920.04,1219009.74,Fair Price
Al Jubeiha,Jubeiha North,797.06,residential,14.0,1,1,B,8,high,0,1,flat,32.042518,35.86492,311200.96,452.08,360334.75,Underpriced
Um Uthaina,Um Uthaina North,573.86,residential,20.0,0,1,A,9,prime,0,1,moderate,31.96462,35.878047,572609.44,1320.0,757500.65,Underpriced
Abdoun,South Abdoun,817.48,residential,24.0,0,1,B,8,high,0,0,moderate,31.945132,35.885868,1125038.18,1540.0,1258915.16,Underpriced
Deir Ghbar,Deir Ghbar South,483.89,residential,20.0,0,1,D,5,prime,0,1,moderate,31.930708,35.835565,275294.61,626.57,303189.3,Fair Price
Marka,Marka South,2665.87,agricultural,20.0,0,0,agricultural,3,prime,1,1,flat,31.990793,35.952394,274511.59,121.0,322570.37,Underpriced
Al Jubeiha,Jubeiha University Side,700.96,commercial,12.0,1,1,commercial_local,8,prime,1,1,moderate,32.032435,35.867096,422624.74,600.46,420894.32,Fair Price
Um Uthaina,Um Uthaina North,2423.73,agricultural,6.0,0,0,agricultural,3,high,0,1,steep,31.968709,35.883756,531430.08,194.84,472243.67,Overpriced
Marka,Marka North,1233.49,commercial,10.0,1,1,commercial_local,8,high,0,1,flat,31.987813,35.946804,549320.37,472.48,582795.29,Fair Price
Naour,Naour West,1066.0,commercial,14.0,0,0,commercial_local,8,high,1,1,moderate,31.872701,35.7488,333001.27,356.68,380221.19,Underpriced
Sahab,Sahab Industrial Edge,437.68,commercial,8.0,1,1,commercial_local,8,low,0,1,steep,31.874022,36.006694,83494.47,181.17,79294.79,Fair Price
Khalda,Khalda Circle,1091.86,agricultural,20.0,1,0,agricultural,3,medium,0,1,moderate,32.022416,35.848882,108167.86,110.52,120666.73,Underpriced
Shmeisani,West Shmeisani,908.31,commercial,14.0,0,1,commercial_general,10,medium,0,1,flat,31.970431,35.888726,1054370.59,1650.21,1498907.05,Underpriced
Al Jubeiha,Jubeiha University Side,728.73,commercial,16.0,0,1,commercial_general,10,medium,0,1,flat,32.026531,35.873238,474034.33,654.74,477127.99,Fair Price
Dabouq,Dabouq Villas,977.56,residential,10.0,0,0,B,8,medium,0,1,steep,31.994479,35.830602,964367.59,907.74,887362.3,Fair Price
Tabarbour,Inner Neighborhood,983.19,residential,10.0,0,1,C,6,medium,0,0,moderate,31.991209,35.91939,248190.06,232.65,228743.91,Fair Price
Tabarbour,Tabarbour Main,700.28,residential,20.0,0,1,B,8,low,0,0,moderate,31.989424,35.928991,160574.97,250.1,175141.49,Fair Price
Tabarbour,Tabarbour Main,683.58,residential,20.0,0,0,D,5,medium,0,0,flat,31.996161,35.930626,169887.35,225.69,154276.02,Overpriced
Tla Al Ali,Tla Al Ali East,905.26,residential,20.0,0,1,C,6,high,0,1,flat,32.002195,35.863961,390283.45,429.15,388494.26,Fair Price
Um Uthaina,Um Uthaina South,883.34,commercial,8.0,1,1,commercial_local,8,high,1,0,flat,31.970428,35.874457,1136171.33,1495.36,1320915.06,Underpriced
Shmeisani,West Shmeisani,1015.86,residential,14.0,0,1,A,9,prime,0,1,moderate,31.96838,35.881904,817530.36,779.39,791754.45,Fair Price
Jabal Amman,4th Circle,382.12,residential,20.0,0,1,B,8,prime,0,1,flat,31.951386,35.913347,535535.43,1485.0,567445.4,Fair Price
Deir Ghbar,Deir Ghbar Heights,524.21,residential,12.0,0,0,B,8,medium,0,0,flat,31.93593,35.841019,295636.61,617.39,323640.58,Fair Price
Deir Ghbar,Deir Ghbar South,829.03,residential,16.0,0,1,C,6,high,1,1,moderate,31.936009,35.834503,551985.02,736.93,610939.98,Fair Price
Naour,Naour Center,808.15,residential,14.0,1,0,C,6,high,0,1,moderate,31.864659,35.760572,143905.09,185.02,149525.66,Fair Price
Marj Al Hamam,Marj Hills,1759.46,agricultural,8.0,0,0,agricultural,3,low,0,1,flat,31.887643,35.797609,186431.65,104.33,183560.24,Fair Price
Jabal Amman,4th Circle,295.51,residential,10.0,1,1,C,6,prime,0,0,moderate,31.939202,35.913518,373652.2,1456.84,430509.91,Underpriced
Tabarbour,Tabarbour Main,771.33,residential,12.0,1,1,C,6,medium,1,1,flat,31.996676,35.92796,218907.87,280.2,216127.37,Fair Price
Tabarbour,Tabarbour Main,902.35,residential,16.0,0,1,B,8,prime,0,1,moderate,31.998672,35.920971,181643.31,217.8,196534.75,Fair Price
Shmeisani,Central Shmeisani,686.62,residential,6.0,0,1,B,8,high,0,1,moderate,31.961968,35.877658,569076.56,826.07,567194.82,Fair Price
Sahab,Sahab Center,3993.19,agricultural,20.0,1,0,agricultural,3,high,0,0,moderate,31.872902,36.00423,222693.46,57.17,228291.54,Fair Price
Khalda,Khalda North,1724.89,agricultural,16.0,0,0,agricultural,3,medium,0,1,steep,32.02872,35.839941,251097.1,129.41,223225.9,Overpriced
Tla Al Ali,Tla Al Ali West,965.12,residential,24.0,1,1,C,6,prime,1,0,flat,32.016538,35.861149,528220.19,548.43,529295.91,Fair Price
Tla Al Ali,Tla Al Ali East,1028.48,residential,14.0,1,1,A,9,medium,1,0,moderate,32.004299,35.863238,601613.4,553.5,569265.92,Fair Price
Tabarbour,Tabarbour Main,1027.45,residential,8.0,0,1,C,6,high,0,1,steep,31.995677,35.924009,190854.47,191.86,197124.75,Fair Price
Um Uthaina,Um Uthaina South,1244.16,commercial,16.0,1,1,commercial_general,10,high,1,1,moderate,31.971754,35.882085,2407843.93,2070.0,2575418.42,Fair Price
Marj Al Hamam,Marj Hills,498.48,residential,10.0,0,1,C,6,high,0,0,moderate,31.887527,35.789775,135578.67,318.09,158564.67,Underpriced
Dabouq,Dabouq Villas,3198.63,agricultural,14.0,0,0,agricultural,3,high,0,1,flat,31.993314,35.829146,415294.01,164.22,525291.49,Underpriced
Tla Al Ali,Tla Al Ali East,803.52,residential,12.0,0,1,B,8,high,1,1,flat,32.01122,35.864825,354847.73,466.67,374976.55,Fair Price
Dabouq,Airport Road West,839.53,commercial,10.0,1,1,commercial_local,8,high,0,1,moderate,31.993943,35.83423,1040498.55,1413.14,1186377.49,Underpriced
Shmeisani,West Shmeisani,1151.87,residential,16.0,0,1,C,6,high,0,1,flat,31.962438,35.884752,1163646.33,935.0,1077002.68,Fair Price
Sahab,Sahab Center,874.05,residential,24.0,0,1,D,5,low,0,1,moderate,31.869513,36.011263,130790.29,133.48,116670.86,Overpriced
Tla Al Ali,Tla Al Ali West,1195.15,residential,20.0,0,1,B,8,high,0,0,flat,32.006921,35.87082,511601.67,411.33,491604.58,Fair Price
Marka,Marka South,792.75,residential,8.0,0,0,D,5,high,0,1,moderate,31.995944,35.953437,156713.82,163.11,129303.14,Overpriced
